s1, s2, s3, s4, s5, s6, s7, s8, Time
59, 64, 394, 378, 383, 362, 345, 346, 2019-01-29 00:11:53
61, 65, 374, 392, 388, 356, 340, 334, 2019-01-29 00:21:54
60, 64, 368, 369, 391, 372, 343, 326, 2019-01-29 00:31:55
60, 64, 380, 362, 381, 399, 350, 306, 2019-01-29 00:41:56
60, 63, 350, 390, 421, 363, 344, 331, 2019-01-29 00:51:57
59, 63, 359, 368, 402, 383, 345, 329, 2019-01-29 01:02:11
60, 64, 382, 386, 377, 364, 358, 329, 2019-01-29 01:12:13
61, 66, 407, 380, 356, 370, 372, 323, 2019-01-29 01:22:14
60, 65, 396, 394, 361, 349, 367, 365, 2019-01-29 01:32:15
60, 64, 379, 380, 377, 376, 364, 320, 2019-01-29 01:42:16
59, 64, 396, 368, 366, 376, 369, 330, 2019-01-29 01:52:17
61, 65, 382, 374, 381, 360, 355, 372, 2019-01-29 02:02:30
61, 66, 392, 371, 366, 373, 357, 333, 2019-01-29 02:12:31
60, 65, 421, 384, 344, 361, 384, 341, 2019-01-29 02:22:32
60, 64, 365, 377, 397, 381, 346, 313, 2019-01-29 02:32:33
59, 64, 406, 367, 361, 380, 366, 324, 2019-01-29 02:42:34
61, 66, 367, 367, 388, 373, 351, 337, 2019-01-29 02:52:36
61, 65, 359, 348, 409, 412, 342, 302, 2019-01-29 03:02:48
60, 64, 374, 350, 377, 400, 361, 311, 2019-01-29 03:12:49
60, 64, 414, 379, 357, 356, 372, 364, 2019-01-29 03:22:50
59, 64, 387, 388, 352, 358, 409, 336, 2019-01-29 03:32:51
61, 66, 405, 383, 356, 361, 380, 338, 2019-01-29 03:42:53
61, 65, 381, 363, 371, 372, 366, 335, 2019-01-29 03:52:54
60, 64, 389, 354, 381, 396, 351, 305, 2019-01-29 04:03:06
59, 63, 399, 404, 360, 349, 367, 358, 2019-01-29 04:13:07
60, 64, 368, 388, 397, 363, 349, 335, 2019-01-29 04:23:09
62, 65, 381, 387, 388, 365, 345, 330, 2019-01-29 04:33:10
