s1, s2, s3, s4, s5, s6, s7, s8, Time
65.6, 63.7, 214.3, 221.4, 226.0, 216.8, 215.4, 190.1, 2019-03-31 00:17:00
65.6, 63.7, 216.1, 219.5, 233.7, 222.2, 202.0, 187.2, 2019-03-31 00:27:01
65.6, 63.6, 240.3, 236.0, 212.6, 209.7, 214.3, 197.4, 2019-03-31 00:37:02
65.6, 63.7, 235.4, 213.2, 215.3, 223.6, 207.0, 192.1, 2019-03-31 00:47:04
65.5, 63.6, 209.0, 257.3, 258.7, 199.4, 185.1, 210.5, 2019-03-31 00:57:05
65.5, 63.7, 244.0, 220.3, 207.4, 218.4, 228.7, 192.9, 2019-03-31 01:07:55
65.4, 63.6, 227.2, 222.8, 223.4, 215.9, 210.1, 192.6, 2019-03-31 01:17:56
65.4, 63.6, 224.3, 230.7, 221.5, 209.9, 211.0, 203.4, 2019-03-31 01:27:57
65.4, 63.6, 241.2, 222.5, 211.3, 215.7, 212.7, 200.0, 2019-03-31 01:37:58
65.3, 63.4, 225.0, 208.5, 215.0, 243.6, 235.7, 174.0, 2019-03-31 01:48:00
65.3, 63.4, 214.2, 208.8, 242.6, 238.1, 195.4, 179.7, 2019-03-31 01:58:01
65.2, 63.4, 219.1, 220.5, 226.3, 217.8, 208.3, 197.2, 2019-03-31 02:08:49
65.2, 63.4, 216.4, 216.9, 246.0, 236.6, 198.1, 171.9, 2019-03-31 02:18:50
65.2, 63.2, 207.3, 220.2, 255.0, 219.9, 188.4, 191.5, 2019-03-31 02:28:52
65.2, 63.2, 220.3, 227.0, 227.9, 208.4, 204.2, 215.7, 2019-03-31 02:38:53
65.2, 63.3, 232.9, 230.2, 222.5, 215.5, 204.1, 188.7, 2019-03-31 02:48:54
65.2, 63.2, 223.4, 208.8, 228.0, 236.1, 202.4, 185.4, 2019-03-31 02:58:55
65.1, 63.2, 222.3, 224.4, 225.3, 216.7, 213.0, 195.4, 2019-03-31 03:09:44
65.1, 63.3, 236.1, 210.5, 215.4, 233.1, 216.4, 184.1, 2019-03-31 03:19:45
65.1, 63.1, 211.4, 251.5, 244.0, 197.7, 192.1, 216.1, 2019-03-31 03:29:46
65.0, 63.1, 216.3, 228.1, 232.2, 217.5, 204.7, 192.3, 2019-03-31 03:39:48
