s1, s2, s3, s4, s5, s6, s7, s8, Time
64.2, 61.8, 347.7, 337.9, 275.7, 287.2, 324.7, 279.3, 2019-03-03 00:20:41
64.3, 62.3, 307.3, 320.3, 306.9, 289.2, 286.2, 270.3, 2019-03-03 00:30:43
64.3, 62.1, 297.3, 298.7, 308.9, 297.9, 299.9, 285.2, 2019-03-03 00:40:44
64.2, 62.0, 322.2, 288.9, 295.8, 325.3, 300.9, 256.2, 2019-03-03 00:50:45
64.3, 62.0, 309.6, 294.8, 306.9, 313.4, 296.3, 253.2, 2019-03-03 01:00:59
64.2, 61.8, 298.3, 292.4, 315.9, 307.7, 284.9, 268.9, 2019-03-03 01:11:00
64.2, 61.9, 290.5, 322.2, 326.2, 296.9, 283.8, 262.4, 2019-03-03 01:21:01
64.2, 62.0, 314.4, 288.7, 300.9, 319.0, 296.5, 259.8, 2019-03-03 01:31:03
64.1, 61.9, 322.5, 283.1, 293.5, 327.7, 308.9, 260.3, 2019-03-03 01:41:04
64.3, 61.7, 317.1, 289.4, 316.9, 316.6, 273.8, 258.9, 2019-03-03 01:51:05
64.4, 62.1, 313.6, 323.9, 296.5, 289.4, 310.5, 269.8, 2019-03-03 02:01:17
64.2, 61.8, 297.1, 316.9, 322.5, 291.0, 272.7, 280.5, 2019-03-03 02:11:19
64.2, 61.9, 293.0, 289.4, 324.5, 334.5, 276.4, 247.7, 2019-03-03 02:21:20
64.2, 61.9, 311.7, 293.0, 305.1, 311.0, 289.4, 266.6, 2019-03-03 02:31:21
64.1, 61.8, 341.0, 286.5, 289.8, 326.5, 313.9, 251.7, 2019-03-03 02:41:22
64.3, 61.9, 313.4, 291.9, 304.2, 313.4, 298.9, 259.2, 2019-03-03 02:51:23
64.2, 61.8, 288.4, 355.9, 330.7, 268.0, 278.4, 329.5, 2019-03-03 03:01:36
64.1, 61.9, 313.4, 301.5, 298.3, 296.5, 305.5, 277.8, 2019-03-03 03:11:37
64.3, 62.1, 316.6, 311.9, 295.9, 297.5, 300.1, 270.3, 2019-03-03 03:21:39
64.1, 61.8, 321.7, 309.1, 293.1, 324.7, 298.9, 243.0, 2019-03-03 03:31:40
64.2, 62.0, 324.2, 319.2, 290.6, 286.7, 302.5, 279.3, 2019-03-03 03:41:41
64.4, 62.1, 305.3, 318.2, 304.9, 283.8, 304.0, 289.8, 2019-03-03 03:51:42
64.2, 61.8, 295.9, 295.4, 333.6, 304.9, 274.3, 273.3, 2019-03-03 04:01:55
64.4, 62.2, 320.0, 362.7, 293.1, 270.3, 305.7, 311.9, 2019-03-03 04:11:56
64.4, 62.0, 298.3, 283.1, 328.6, 337.2, 269.3, 252.5, 2019-03-03 04:21:57
64.2, 61.9, 302.5, 287.5, 307.3, 332.3, 293.5, 245.6, 2019-03-03 04:31:58
64.4, 62.3, 317.4, 344.3, 292.8, 270.6, 313.4, 342.5, 2019-03-03 04:42:00
64.4, 62.2, 326.5, 289.8, 286.0, 337.2, 317.4, 241.4, 2019-03-03 04:52:01
64.4, 62.2, 333.9, 292.6, 292.2, 310.0, 321.4, 264.9, 2019-03-03 05:02:13
64.5, 62.3, 318.4, 297.9, 302.5, 303.4, 287.5, 263.2, 2019-03-03 05:12:15
64.4, 62.1, 308.7, 278.9, 304.7, 343.9, 293.7, 251.3, 2019-03-03 05:22:16
64.3, 62.0, 306.6, 297.7, 304.7, 308.2, 295.6, 264.6, 2019-03-03 05:32:17
64.4, 62.1, 320.8, 308.4, 298.5, 297.5, 300.5, 273.3, 2019-03-03 05:42:18
64.3, 61.9, 303.2, 317.4, 302.5, 291.0, 301.3, 278.4, 2019-03-03 05:52:19
64.4, 62.2, 339.3, 308.0, 284.9, 295.6, 302.1, 278.9, 2019-03-03 06:02:32
64.4, 62.2, 316.6, 315.1, 294.8, 291.2, 308.7, 281.0, 2019-03-03 06:12:33
64.2, 61.8, 320.6, 294.8, 296.1, 323.3, 293.9, 251.3, 2019-03-03 06:22:34
64.3, 62.1, 317.9, 299.7, 304.7, 297.3, 308.4, 277.8, 2019-03-03 06:32:36
64.2, 62.0, 299.5, 312.7, 317.9, 299.1, 282.2, 269.1, 2019-03-03 06:42:37
64.2, 61.9, 336.9, 332.9, 283.8, 281.1, 314.4, 290.3, 2019-03-03 06:52:38
64.4, 62.0, 293.5, 318.2, 314.1, 297.3, 294.8, 261.7, 2019-03-03 07:02:50
64.2, 61.9, 310.0, 291.7, 294.8, 325.0, 325.6, 251.4, 2019-03-03 07:12:51
64.2, 62.0, 308.9, 306.6, 301.1, 298.7, 305.3, 267.4, 2019-03-03 07:22:52
64.2, 61.9, 306.9, 296.5, 320.8, 302.7, 281.3, 269.6, 2019-03-03 07:32:54
64.1, 61.8, 287.5, 310.0, 323.6, 299.3, 286.0, 267.7, 2019-03-03 07:42:55
64.2, 62.0, 306.6, 328.3, 306.4, 283.9, 287.5, 276.1, 2019-03-03 07:52:56
