s1, s2, s3, s4, s5, s6, s7, s8, Time
64.3, 61.6, 283.6, 319.0, 349.7, 289.2, 264.0, 271.5, 2019-03-01 00:13:39
64.3, 61.6, 319.8, 294.1, 293.5, 311.2, 296.7, 258.6, 2019-03-01 00:23:41
64.2, 61.5, 310.5, 309.3, 290.1, 298.7, 308.2, 265.4, 2019-03-01 00:33:42
64.3, 61.7, 287.4, 295.2, 336.2, 313.4, 265.3, 256.9, 2019-03-01 00:43:43
64.4, 61.7, 325.9, 286.5, 287.2, 302.1, 300.7, 280.7, 2019-03-01 00:53:44
64.2, 61.7, 315.1, 300.1, 303.0, 306.0, 283.5, 260.7, 2019-03-01 01:03:58
64.2, 61.5, 298.1, 302.1, 310.3, 293.5, 294.3, 278.7, 2019-03-01 01:13:59
64.1, 61.7, 320.0, 312.7, 300.9, 288.7, 281.3, 278.7, 2019-03-01 01:24:01
64.2, 61.8, 301.5, 317.4, 312.9, 284.9, 278.7, 285.1, 2019-03-01 01:34:02
64.1, 61.8, 314.6, 281.1, 311.5, 324.7, 271.5, 253.4, 2019-03-01 01:44:03
64.2, 61.8, 287.4, 286.0, 353.4, 334.9, 259.2, 243.1, 2019-03-01 01:54:04
64.2, 61.8, 323.6, 296.7, 295.6, 308.4, 288.9, 265.2, 2019-03-01 02:04:17
64.2, 61.9, 282.8, 286.0, 341.0, 338.6, 275.1, 242.3, 2019-03-01 02:14:18
64.2, 62.1, 341.4, 288.7, 274.4, 338.9, 348.5, 241.3, 2019-03-01 02:24:19
64.2, 62.0, 325.0, 319.8, 283.5, 288.0, 310.5, 285.4, 2019-03-01 02:34:20
64.2, 61.9, 296.7, 336.2, 317.7, 281.4, 276.4, 280.5, 2019-03-01 02:44:21
64.2, 61.7, 289.8, 318.4, 321.1, 288.9, 281.4, 281.3, 2019-03-01 02:54:23
64.2, 61.7, 288.4, 317.1, 330.4, 293.1, 271.9, 272.9, 2019-03-01 03:04:35
64.2, 61.9, 283.5, 287.4, 320.0, 319.2, 290.5, 257.5, 2019-03-01 03:14:36
64.3, 62.1, 315.6, 306.6, 295.9, 304.4, 310.7, 255.0, 2019-03-01 03:24:37
64.3, 61.9, 313.1, 310.5, 303.6, 295.2, 284.6, 270.7, 2019-03-01 03:34:39
64.2, 61.8, 297.3, 318.7, 327.4, 287.2, 265.8, 283.8, 2019-03-01 03:44:40
64.3, 61.7, 307.5, 309.3, 299.3, 304.0, 296.1, 256.3, 2019-03-01 03:54:41
64.3, 61.7, 314.6, 283.0, 296.3, 329.2, 309.6, 252.1, 2019-03-01 04:04:53
64.3, 61.8, 314.6, 313.9, 295.0, 284.6, 301.9, 293.7, 2019-03-01 04:14:54
64.3, 61.9, 303.8, 298.1, 309.3, 296.5, 291.0, 282.1, 2019-03-01 04:24:55
64.2, 61.7, 298.3, 312.2, 316.1, 287.9, 276.8, 285.6, 2019-03-01 04:34:57
64.2, 61.8, 367.1, 306.4, 271.3, 292.8, 353.4, 283.0, 2019-03-01 04:44:58
64.2, 61.6, 303.0, 318.7, 308.9, 280.1, 301.3, 291.9, 2019-03-01 04:54:59
64.2, 61.7, 296.9, 312.4, 313.4, 301.5, 284.3, 267.6, 2019-03-01 05:05:12
64.4, 61.8, 345.8, 291.3, 275.6, 327.7, 350.5, 249.4, 2019-03-01 05:15:13
64.2, 61.7, 322.5, 314.6, 289.4, 297.9, 308.0, 268.3, 2019-03-01 05:25:15
64.1, 61.7, 314.6, 283.3, 301.5, 329.5, 297.9, 246.3, 2019-03-01 05:35:16
64.1, 61.6, 295.9, 279.0, 323.6, 371.2, 280.7, 236.4, 2019-03-01 05:45:17
64.2, 61.7, 298.5, 337.2, 308.0, 275.1, 298.9, 295.2, 2019-03-01 05:55:18
64.2, 61.6, 325.6, 301.3, 290.6, 298.5, 315.4, 270.0, 2019-03-01 06:05:30
64.3, 61.8, 310.3, 314.4, 299.3, 293.9, 300.1, 273.5, 2019-03-01 06:15:32
64.3, 61.7, 298.3, 288.9, 310.5, 351.3, 313.4, 241.3, 2019-03-01 06:25:33
64.2, 61.5, 301.9, 310.5, 301.5, 307.3, 295.4, 258.9, 2019-03-01 06:35:34
64.3, 61.6, 312.4, 316.4, 293.5, 295.2, 307.5, 270.8, 2019-03-01 06:45:35
64.4, 61.7, 291.0, 299.3, 324.2, 318.2, 281.4, 254.5, 2019-03-01 06:55:36
64.2, 61.6, 306.6, 320.8, 315.6, 275.7, 288.4, 323.0, 2019-03-01 07:05:49
64.2, 61.6, 338.6, 309.1, 282.1, 288.0, 337.9, 293.5, 2019-03-01 07:15:50
64.1, 61.5, 296.7, 329.5, 305.1, 279.3, 303.2, 297.5, 2019-03-01 07:25:51
64.3, 61.6, 330.7, 302.7, 291.9, 309.8, 298.9, 260.7, 2019-03-01 07:35:52
64.3, 61.7, 308.9, 302.3, 296.1, 299.3, 309.1, 277.7, 2019-03-01 07:45:53
64.3, 61.5, 312.4, 354.2, 296.5, 269.8, 300.9, 319.8, 2019-03-01 07:55:55
64.2, 61.6, 310.7, 303.6, 302.3, 301.5, 293.5, 273.1, 2019-03-01 08:06:09
64.2, 61.5, 288.2, 291.3, 322.8, 332.0, 287.4, 245.8, 2019-03-01 08:16:10
64.4, 61.8, 343.9, 300.9, 277.3, 293.9, 346.6, 295.0, 2019-03-01 08:26:11
64.3, 61.6, 313.1, 331.3, 300.7, 281.6, 295.6, 293.9, 2019-03-01 08:36:12
64.2, 61.8, 352.1, 291.9, 277.3, 327.1, 342.1, 250.4, 2019-03-01 08:46:14
64.4, 61.9, 323.9, 309.3, 294.3, 298.5, 299.9, 274.2, 2019-03-01 08:56:15
64.5, 62.0, 313.1, 297.5, 316.6, 299.9, 274.6, 284.1, 2019-03-01 09:06:27
64.3, 61.7, 322.8, 286.9, 296.7, 329.2, 298.3, 251.2, 2019-03-01 09:16:29
64.2, 61.7, 279.8, 305.5, 364.2, 300.5, 267.9, 265.7, 2019-03-01 09:26:30
64.4, 61.9, 321.1, 331.3, 288.6, 285.2, 313.4, 283.1, 2019-03-01 09:36:31
64.4, 61.8, 285.4, 300.5, 340.3, 320.0, 269.5, 250.4, 2019-03-01 09:46:32
64.2, 61.4, 308.9, 323.3, 297.9, 285.4, 307.5, 282.4, 2019-03-01 09:56:33
64.1, 61.4, 307.7, 282.2, 304.7, 328.0, 309.6, 251.5, 2019-03-01 10:06:46
64.1, 61.3, 286.9, 296.9, 338.2, 295.6, 270.4, 282.2, 2019-03-01 10:16:47
64.0, 61.3, 313.1, 308.4, 299.3, 300.3, 299.5, 269.9, 2019-03-01 10:26:48
63.9, 61.2, 321.1, 310.7, 292.6, 295.8, 304.7, 275.7, 2019-03-01 10:36:50
63.8, 61.1, 303.8, 296.7, 310.0, 311.5, 291.7, 261.1, 2019-03-01 10:46:51
63.7, 61.1, 297.5, 319.8, 308.9, 281.4, 296.7, 297.9, 2019-03-01 10:56:52
63.7, 61.2, 338.6, 297.9, 282.4, 315.6, 308.9, 253.3, 2019-03-01 11:07:05
63.7, 61.2, 303.6, 293.5, 308.7, 313.4, 284.4, 266.0, 2019-03-01 11:17:06
63.9, 61.7, 301.9, 286.4, 297.9, 336.2, 314.1, 246.7, 2019-03-01 11:27:08
63.8, 61.2, 300.5, 334.5, 324.2, 281.3, 275.0, 283.1, 2019-03-01 11:37:09
63.8, 61.2, 289.2, 326.5, 344.7, 283.3, 264.1, 278.7, 2019-03-01 11:47:10
63.9, 61.6, 306.4, 293.1, 315.1, 321.1, 281.1, 252.0, 2019-03-01 11:57:11
